"","996
021","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","996
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","996
041","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research-Plant Physiology","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"BOTANY
208","Dept. Total","698","3.174","41.0","8.7","23.8","6.9","10.0","3.2","0.7","4.2","",".",".","",".","1.0","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","2.980","31.4","11.4","25.7","14.3","8.6","8.6",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","120","2.953","30.8","10.0","26.7","13.3","11.7","4.2","2.5",".","",".",".","",".",".","0.8",".",".","."
"Junior","","180","3.110","41.7","6.1","28.3","5.6","13.3","3.9","1.1",".","",".",".","",".",".",".",".",".","."
"Senior","","259","3.276","42.9","9.3","27.0","5.8","10.4","2.7",".","0.8","",".",".","",".","0.4","0.4","0.4",".","."
"Undergraduates","","594","3.137","39.4","8.6","27.3","7.7","11.4","3.7","0.8","0.3","",".",".","",".","0.2","0.3","0.2",".","."
"Special","","12","3.538","50.0","8.3",".","8.3","8.3",".",".","25.0","",".",".","",".",".",".",".",".","."
"Graduate","","92","3.701","50.0","9.8","4.3","1.1","1.1",".",".","26.1","",".",".","",".","6.5",".",".","1.1","."
"","Dept. Total","698","3.174","41.0","8.7","23.8","6.9","10.0","3.2","0.7","4.2","",".",".","",".","1.0","0.3","0.1","0.1","."
