"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","106","3.466","36.8","18.9","16.0","1.9","4.7","",".","",".","9.4","",".",".","",".","12.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.625",".",".","50.0","25.0","25.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","15","3.268","46.7","13.3","20.0",".","20.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","10","3.574","50.0","30.0","10.0","10.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","27","3.620","51.9","22.2","25.9",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","56","3.414","46.4","19.6","23.2","3.6","7.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","4","3.188",".","25.0","50.0",".",".","",".","",".","25.0","",".",".","",".",".","",".",".",".","."
"Graduate","","46","3.660","28.3","17.4","4.3",".","2.2","",".","",".","19.6","",".",".","",".","28.3","",".",".",".","."
"","Dept. Total","106","3.466","36.8","18.9","16.0","1.9","4.7","",".","",".","9.4","",".",".","",".","12.3","",".",".",".","."
