"TERM : 1104","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2009-2010","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","653","2.868","20.1","16.1","19.9","13.6","17.6","4.1","2.0","4.6","0.3","0.9","",".","0.3","",".",".","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","2.539","13.7","11.0","17.8","16.4","30.1","6.8","2.7",".","1.4",".","",".",".","",".",".",".","."
"Sophomore","","251","2.924","21.9","17.5","22.7","13.5","18.3","3.2","2.4","0.4",".",".","",".",".","",".",".",".","."
"Junior","","134","2.795","16.4","19.4","20.1","19.4","14.9","5.2","3.0","0.7",".",".","",".",".","",".",".",".","0.7"
"Senior","","148","2.938","20.9","14.9","20.3","11.5","17.6","4.7","0.7","4.1",".","4.1","",".","0.7","",".",".",".","0.7"
"Undergraduates","","606","2.851","19.5","16.5","21.0","14.7","18.8","4.5","2.1","1.3","0.2","1.0","",".","0.2","",".",".",".","0.3"
"Special","","6","2.600","16.7",".","16.7",".","16.7",".",".","33.3",".",".","",".",".","",".",".","16.7","."
"Graduate","","41","3.727","29.3","12.2","4.9",".",".",".",".","48.8","2.4",".","",".","2.4","",".",".",".","."
"","Dept. Total","653","2.868","20.1","16.1","19.9","13.6","17.6","4.1","2.0","4.6","0.3","0.9","",".","0.3","",".",".","0.2","0.3"
