"Lifegrdng&Swimmng Supervisn","308
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Topics in Martial Arts","318
001","33","3.483","33.3","27.3","21.2","3.0","3.0",".",".","12.1",".",".",".","",".","",".",".",".","."
"Triathlon Training","330
001","23","3.857","26.1",".","4.3",".",".",".",".","69.6",".",".",".","",".","",".",".",".","."
"Tennis III","362
001","16","3.400","12.5","25.0","25.0",".",".",".",".","37.5",".",".",".","",".","",".",".",".","."
"PE ACTIV
740","Dept. Total","1702","3.440","45.1","16.2","9.6","2.3","3.5","1.5","0.6","19.7","0.1",".","",".","",".","0.4","0.2","0.6","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"740
PE ACTIV","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","182","3.123","44.5","15.9","14.3","6.0","7.7","3.3","1.6","6.0",".",".","",".","",".","0.5",".",".","."
"Sophomore","","289","3.337","50.9","19.7","11.1","2.4","5.9","2.1","1.0","6.6",".",".","",".","",".",".",".",".","0.3"
"Junior","","302","3.388","51.7","15.2","11.6","3.0","4.3","3.3",".","9.6",".",".","",".","",".","0.3",".",".","1.0"
"Senior","","711","3.636","48.9","16.3","8.0","1.1","1.5","0.4","0.4","22.2","0.3",".","",".","",".","0.6",".",".","0.1"
"Undergraduates","","1484","3.440","49.3","16.7","10.1","2.4","3.7","1.7","0.6","14.6","0.1",".","",".","",".","0.4",".",".","0.3"
"Special","","103","3.280","8.7","4.9","4.9","1.9","1.9",".",".","64.1",".",".","",".","",".","1.0","2.9","9.7","."
"Graduate","","96","3.450","21.9","21.9","8.3","2.1","2.1",".","1.0","42.7",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","13","3.833","15.4","7.7",".",".",".",".",".","76.9",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","19","3.727","26.3","10.5","5.3",".",".",".",".","57.9",".",".","",".","",".",".",".",".","."
"","Dept. Total","1702","3.440","45.1","16.2","9.6","2.3","3.5","1.5","0.6","19.7","0.1",".","",".","",".","0.4","0.2","0.6","0.3"
