"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","184","3.359","27.2","36.4","21.7","4.3","4.9","1.1","0.5","3.3",".",".",".",".","0.5",".",".","."
"Intro-Mus Cult of the World","103
001","42","3.549","59.5","2.4","28.6",".","7.1",".",".","2.4",".",".",".",".",".",".",".","."
"The Symphony","106
001","74","3.191","20.3","25.7","29.7","4.1","10.8","1.4",".","6.8",".",".",".",".",".","1.4",".","."
"","111
001","22","3.341","31.8","22.7","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","111
002","25","3.208","20.0","36.0","16.0","20.0",".","4.0",".","4.0",".",".",".",".",".",".",".","."
"Elements of Music","Course Total","47","3.272","25.5","29.8","21.3","19.1",".","2.1",".","2.1",".",".",".",".",".",".",".","."
"","113
001","606","3.952","94.4","2.3","2.6",".","0.5",".",".","0.2",".",".",".",".",".",".",".","."
"","113
002","84","",".",".",".",".",".",".",".","98.8",".",".",".",".",".",".","1.2","."
"Music in Performance","Course Total","690","3.952","82.9","2.0","2.3",".","0.4",".",".","12.2",".",".",".",".",".",".","0.1","."
"","122
001","18","3.222","27.8","22.2","38.9",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","122
002","24","3.146","20.8","25.0","37.5","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"Musica Practica 2","Course Total","42","3.179","23.8","23.8","38.1","2.4","7.1","4.8",".",".",".",".",".",".",".",".",".","."
"","151
001","38","3.608","68.4","5.3","10.5","7.9","2.6","2.6",".","2.6",".",".",".",".",".",".",".","."
"","151
002","26","3.417","19.2","46.2","23.1",".","3.8",".",".","7.7",".",".",".",".",".",".",".","."
"","151
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","68","3.469","45.6","23.5","16.2","4.4","2.9","1.5","1.5","4.4",".",".",".",".",".",".",".","."
"","172
101","8","3.313","12.5","62.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","172
102","10","3.450","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","172
103","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","172
104","10","3.250",".","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","172
105","8","3.063",".","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 2","Course Total","42","3.286","11.9","47.6","28.6","9.5","2.4",".",".",".",".",".",".",".",".",".",".","."
"The Legendary Performers","206
001","290","3.593","47.2","29.7","12.4","5.9","1.7",".",".","1.7",".",".",".",".",".",".","1.0","0.3"
"Survey-Hist Western Music","212
001","51","3.343","45.1","7.8","31.4","5.9","7.8","2.0",".",".",".",".",".",".",".",".",".","."
"","222
001","15","3.333","20.0","26.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 4","Course Total","30","3.567","46.7","20.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","254
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","254
002","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Opera Workshop","257
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
001","36","3.889","91.7",".","5.6",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"","264
002","19","3.763","78.9","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","55","3.845","87.3","1.8","7.3",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"","265
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
