"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"425
Undergrad Rheology Seminar","001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"435
Joining of Materials","001","","8","3.125","25.0",".","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"441","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"441","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rheology of Foods&Biomaterials","Course Total","","5","***","","","","","","","","","","","","","","","",""
"444
Design Problems-Elasticity","001","","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"446","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"446","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","Course Total","","6","3.167",".","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"447","001","","13","3.346","30.8","15.4","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"447","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","","18","3.333","22.2","27.8","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"450
Design&Dynamics of Vehicles","001","","24","3.091","20.8","20.8","20.8","20.8","4.2","4.2",".","8.3",".",".",".",".",".",".",".","."
"461
Thermal Systems Modeling","001","","22","3.167","22.7","27.3","27.3","4.5","9.1","4.5",".","4.5",".",".",".",".",".",".",".","."
"476
Engr Princpl Off-Road Vehicles","001","","18","3.167","16.7","16.7","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"489","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","5","***","","","","","","","","","","","","","","","",""
"491","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","13","3.529","53.8","7.7","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"491","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","21","3.682","66.7","9.5","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"492
Mech Engr Projects II","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"508
Composite Materials","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"512
Inspectn,Qual Cntrl&Relblty","001","","6","3.250","33.3",".","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"520
2-Phase Flow & Heat Transfr","001","","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"545
Fluid Power","001","","11","3.500","36.4","27.3","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"558
Intro-Computationl Geometry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","28","3.222","28.6","14.3","32.1","14.3","7.1",".",".","3.6",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","41","3.188","19.5","29.3","34.1","7.3","4.9",".","2.4","2.4",".",".",".",".",".",".",".","."
"570","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"570","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Experimental Mechanics","Course Total","","9","3.722","66.7","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"573
Computational Fluid Dynamcs","002","","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"577
Automatic Controls Lab","001","","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","40","3.475","35.0","25.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 131 of 413",""
