"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","4049","1.212","8.2","0.2","17.0",".","2.5","0.4","0.2","23.9","0.0","0.2",".","",".","0.3",".","0.1","0.8"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Senior","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Undergraduates","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Special","","30","1.682","16.7",".","6.7",".",".",".",".","23.3",".","20.0",".","",".","3.3",".",".","."
"Graduate","","11","3.679","36.4","54.5",".",".",".",".",".",".",".",".",".","",".",".",".","9.1","."
"Prof Yr 1","","1457","1.152","7.0",".","23.2",".","3.6","0.4","0.1","8.6","0.1",".",".","",".",".",".",".","."
"Prof Yr 2","","1145","1.251","7.9",".","14.8",".","2.1","0.3","0.2","32.8","0.1","0.3",".","",".","0.5",".",".","1.5"
"Prof Yr 3","","1341","1.202","8.1","0.1","11.4",".","1.6","0.4","0.2","38.9",".","0.1",".","",".","0.1",".","0.1","1.3"
"Prof Yr 4","","189","1.441","12.2",".","13.8",".","1.1","0.5",".","33.3",".",".",".","",".","1.6",".",".","."
"Professionals","","4132","1.201","7.8","0.0","16.6",".","2.4","0.4","0.2","26.3","0.1","0.1",".","",".","0.3",".","0.0","0.8"
"","College Total","4174","1.212","8.0","0.2","16.5",".","2.4","0.4","0.2","26.2","0.1","0.2",".","",".","0.3",".","0.1","0.8"
