"Thesis","Course Total","14","",".",".",".",".",".",".",".","50.0","",".",".",".","50.0",".",".",".","."
"","999
011","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
016","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Reading & Research","Course Total","4","***","","","","","","","","","","","","","","","","",""
"AFRICAN
104","Dept. Total","703","3.346","38.4","24.5","17.5","7.7","5.7","1.7","1.4","1.6","",".",".",".","1.0","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","2.945","21.9","15.1","30.1","12.3","12.3","5.5","2.7",".","",".",".",".",".",".",".",".","."
"Sophomore","","185","3.268","33.5","26.5","16.2","11.4","8.6","2.2","1.6",".","",".",".",".",".",".",".",".","."
"Junior","","173","3.439","41.0","28.9","17.3","6.4","5.2","0.6","0.6",".","",".",".",".",".",".",".",".","."
"Senior","","188","3.359","41.5","25.0","18.1","6.9","3.2","1.6","2.1","1.1","",".",".",".",".","0.5",".",".","."
"Undergraduates","","619","3.304","36.7","25.4","18.7","8.7","6.5","1.9","1.6","0.3","",".",".",".",".","0.2",".",".","."
"Special","","5","3.929","40.0","20.0",".",".",".",".",".","40.0","",".",".",".",".",".",".",".","."
"Graduate","","77","3.779","51.9","18.2","9.1",".",".",".",".","9.1","",".",".",".","9.1","2.6",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".",".","",".",".",".",".","100.0",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".",".",".","50.0",".",".","."
"","Dept. Total","703","3.346","38.4","24.5","17.5","7.7","5.7","1.7","1.4","1.6","",".",".",".","1.0","0.6",".",".","."
