"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","370
001","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","58","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","24","3.896","83.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","49","3.929","87.8","10.2","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","23","3.955","87.0","8.7",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","372
002","","26","3.788","73.1","11.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","49","3.865","79.6","10.2","8.2",".",".",".",".",".",".",".",".",".","2.0",".",".","."
"","373
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","48","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","8","3.786","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","","51","3.610","62.7","19.6","5.9","2.0","5.9",".","2.0",".",".",".",".",".",".",".","2.0","."
"Proseminar","Course Total","","59","3.625","62.7","22.0","5.1","1.7","5.1",".","1.7",".",".",".",".",".",".",".","1.7","."
"Teaching Science-Sec Schl","390
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","422
001","","23","3.913","95.7",".",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","002
422","","23","3.913","87.0","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Children's Lit","Course Total","","46","3.913","91.3","4.3","2.2",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Concrn&Constrnt-Tch Yng Chl","425
001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Young Adult Lit for Schools","431
001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","440
001","","44","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","440
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum IV","Course Total","","49","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang (K-8)","442
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","463
001","","46","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Tchg in Elem School","464
001","","34","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Kindergarten","465
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","466
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","466
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","","Page 82 of 413"
