"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"Bascom Course","236
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Classical Rabbinic Lit in Tran","328
001","","14","3.250","28.6","21.4","35.7",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Prophets of the Bible","332
001","","16","3.643","37.5","37.5","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","371
001","","7","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","8","3.929","75.0","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","371
003","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
004","","16","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Topics-Jewish Civilization","Course Total","","53","3.910","81.1","9.4","3.8",".",".",".",".","5.7",".",".",".",".",".",".",".","."
"Jewish Cultural History","377
001","","16","3.679","43.8","31.3","12.5",".",".",".",".","6.3",".",".",".",".","6.3",".",".","."
"History-telling in the Bible","417
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Moral Philos & the Holocaust","442
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","","24","3.500","50.0","20.8","16.7","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"Hist-Eur Jewry, 1648-1939","529
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"JEWISH
510","Dept. Total","","140","3.690","59.3","19.3","12.9","0.7","2.9",".",".","4.3",".",".",".",".","0.7",".",".","."
