"","990
036","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","22","",".",".",".",".",".",".",".","54.5","",".",".",".","45.5",".",".",".","."
"AN SCI
604","Dept. Total","549","3.089","35.3","15.1","21.7","8.7","10.4","2.7","1.5","2.4","",".",".",".","2.0","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","2.556","18.6","14.0","14.0","18.6","18.6","14.0","2.3",".","",".",".",".",".",".",".",".","."
"Sophomore","","78","2.873","34.6","9.0","23.1","11.5","14.1","3.8","3.8",".","",".",".",".",".",".",".",".","."
"Junior","","137","3.069","27.0","19.0","27.7","11.7","12.4",".","1.5",".","",".",".",".",".","0.7",".",".","."
"Senior","","206","3.176","37.4","17.5","23.3","7.3","10.2","2.9","1.0",".","",".",".",".","0.5",".",".",".","."
"Undergraduates","","464","3.032","32.1","16.2","23.7","10.3","12.3","3.2","1.7",".","",".",".",".","0.2","0.2",".",".","."
"Special","","9","3.650","55.6","22.2","11.1",".",".",".",".","11.1","",".",".",".",".",".",".",".","."
"Graduate","","76","3.739","52.6","7.9","10.5",".",".",".",".","15.8","",".",".",".","13.2",".",".",".","."
"","Dept. Total","549","3.089","35.3","15.1","21.7","8.7","10.4","2.7","1.5","2.4","",".",".",".","2.0","0.2",".",".","."
