"Phmceut Care Specialty Clrkshp","Course Total","155","3.838","78.1","13.5","6.5","1.9",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","962
001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Advanced Independent Study","999
028","8","3.917","75.0","25.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"PHM PRAC
728","Dept. Total","1491","3.575","52.4","21.3","18.8","4.7","1.9","0.3","0.3","0.1","",".",".","",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","6","3.875","83.3",".",".","16.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","31","3.441","35.5","29.0","19.4","9.7","6.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","37","3.554","43.2","24.3","16.2","10.8","5.4",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","23","3.800","73.9","17.4","8.7",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","176","3.799","79.0","15.3","3.4","1.7",".","0.6",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","401","3.407","44.1","28.9","23.2","2.0","0.7","0.2","0.5",".","",".",".","",".","",".","0.2",".",".","."
"Prof Yr 3","","616","3.269","39.8","21.4","25.8","8.3","3.7","0.2","0.3","0.3","",".",".","",".","",".",".",".","0.2","."
"Prof Yr 4","","238","3.857","79.0","12.6","6.3","1.7",".","0.4",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1431","3.573","52.3","21.3","19.1","4.6","1.8","0.3","0.3","0.1","",".",".","",".","",".","0.1",".","0.1","."
"","Dept. Total","1491","3.575","52.4","21.3","18.8","4.7","1.9","0.3","0.3","0.1","",".",".","",".","",".","0.1",".","0.1","."
