"Elementary Quechua","362
001","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics in LACIS","440
001","","11","4.000","100.0",".","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Smr-Latin American Area","982
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LACIS
525","Dept. Total","","19","3.659","84.2","",".","10.5","5.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","3.500","66.7","",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.667","90.0","",".",".","10.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","14","3.667","85.7","",".","7.1","7.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","5","3.636","80.0","",".","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","19","3.659","84.2","",".","10.5","5.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
