"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"","224
001","87","3.402","51.7","12.6","21.8","3.4","6.9","1.1","2.3",".",".",".",".",".",".",".",".","."
"","224
002","66","3.288","37.9","16.7","28.8","4.5","10.6",".","1.5",".",".",".",".",".",".",".",".","."
"Intro Stats for Engineers","Course Total","153","3.353","45.8","14.4","24.8","3.9","8.5","0.7","2.0",".",".",".",".",".",".",".",".","."
"","301
001","137","3.058","30.7","13.1","25.5","11.7","13.9","3.6","1.5",".",".",".",".",".",".",".",".","."
"","301
002","130","3.385","59.2",".","26.2",".","10.0","3.1","1.5",".",".",".",".",".",".",".",".","."
"","004
301","98","3.237","40.8","22.4","12.2","6.1","11.2","4.1","2.0",".",".",".",".",".","1.0",".",".","."
"","301
005","145","3.097","26.2","23.4","17.9","15.2","12.4","4.1",".","0.7",".",".",".",".",".",".",".","."
"","301
006","96","3.153","36.5","20.8","17.7","7.3","7.3","7.3","2.1","1.0",".",".",".",".",".",".",".","."
"","301
007","140","3.004","47.1","5.7","19.3","3.6","8.6","7.9","7.9",".",".",".",".",".",".",".",".","."
"Intro-Statistical Methods","Course Total","746","3.148","39.9","13.7","20.2","7.5","10.7","5.0","2.5","0.3",".",".",".",".","0.1",".",".","."
"Intro to Math Statistics","310
001","53","3.356","30.2","32.1","20.8","11.3","1.9","1.9",".",".",".",".",".",".","1.9",".",".","."
"Intro to Mathematical Stat","311
001","94","2.904","29.8","4.3","31.9",".","26.6","7.4",".",".",".",".",".",".",".",".",".","."
"Intro to Mathematical Stat","312
001","51","3.549","41.2","27.5","31.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Applied Stats for Engrs","324
001","89","3.107","18.0","24.7","34.8","14.6","4.5","2.2","1.1",".",".",".",".",".",".",".",".","."
"Applied Regression Analysis","333
001","44","3.452","36.4","22.7","27.3","9.1",".",".",".","2.3",".",".",".",".","2.3",".",".","."
"","371
001","147","3.490","49.0","13.6","28.6","4.1","4.8",".",".",".",".",".",".",".",".",".",".","."
"","371
002","99","3.362","44.4","11.1","27.3","10.1","4.0","1.0","1.0",".",".",".",".",".","1.0",".",".","."
"","371
003","89","3.051","15.7","23.6","33.7","18.0","5.6","2.2","1.1",".",".",".",".",".",".",".",".","."
"Intro Applied Stats-Life Sci","Course Total","335","3.335","38.8","15.5","29.6","9.6","4.8","0.9","0.6",".",".",".",".",".","0.3",".",".","."
"Intro-Survey Theory & Meths","411
001","22","2.864","27.3","9.1","22.7","9.1","22.7","9.1",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design-Engrs","424
001","20","3.526","35.0","50.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","5.0"
"","431
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","7","3.071","28.6","14.3","28.6",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostats for Phamacy","441
001","134","3.519","59.0","12.7","15.7","3.0","8.2","0.7","0.7",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Clinical Trials I","542
001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Meth for Bioscience II","572
001","52","3.530","30.8","40.4","25.0",".",".",".",".","1.9",".",".",".",".",".",".","1.9","."
"Intro-Statistical Inference","610
001","18","3.694","66.7","11.1","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Statistcl Mthds-Epidemiolgy","642
001","15","3.929","80.0","13.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","699
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
114","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
146","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
195","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
256","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","3.700","71.4",".","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Mathematical Statistics","710
001","19","3.526","36.8","31.6","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lg Sample Thry-Stat Inference","732
001","20","3.889","75.0","10.0","5.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Survival Anal Thry & Mthds","741
001","11","3.833","54.5","27.3",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 314 of 413",""
