"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to American Law","601
001","6","1.333","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Legal Writing (LL.M.-L.I.)","603
001","20","1.400","25.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","44","1.326","4.5",".","31.8",".","6.8","2.3",".","2.3",".",".",".",".",".",".",".","."
"","723
001","12","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","13","0.923",".",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","12","0.583","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","13","0.231",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","1.154",".",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","13","1.615","7.7",".","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
007","13","1.231","7.7",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","13","1.080",".",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","13","1.462","7.7",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","9","1.889","22.2",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","13","1.154",".",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","10","1.700","20.0",".","30.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","723
013","12","1.083","8.3",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","13","0.692",".",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","13","1.154",".",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","13","0.923",".",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","11","1.636",".",".","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","13","1.308",".",".","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
020","12","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
021","13","1.385",".",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
022","12","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","271","1.129","3.3",".","32.8",".","0.7",".","0.4",".",".",".",".",".",".",".",".","."
"","724
001","64","1.094","9.4",".","21.9",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"","724
002","80","1.288","11.3",".","26.3",".","2.5",".","1.3",".",".",".",".",".",".",".",".","."
"","724
003","71","0.986","11.3",".","14.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","724
004","68","1.250","13.2",".","22.1",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","283","1.159","11.3",".","21.2",".","3.5",".","0.4",".",".",".",".",".",".",".",".","."
"","725
001","74","0.865","2.7",".","24.3",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"","725
002","68","1.059","11.8",".","14.7",".","7.4",".",".",".",".",".",".",".",".",".",".","."
"","725
003","69","1.464","5.8",".","39.1",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","725
004","82","0.939","6.1",".","17.1",".","7.3","3.7",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","293","1.072","6.5",".","23.5",".","4.8","1.0",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","11","2.200","9.1",".","54.5",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","731
001","78","0.907","5.1",".","17.9",".","6.4",".",".","3.8",".",".",".",".",".",".",".","."
"","731
002","72","1.444","8.3",".","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","731
003","48","1.583","14.6",".","29.2",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","731
004","40","0.675",".",".","22.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
005","51","1.320","11.8",".","23.5",".","5.9",".",".","2.0",".",".",".",".",".",".",".","."
