"Dissertator Research&Thesis","Course Total","23","",".",".",".",".",".",".",".","56.5",".",".",".","39.1",".","4.3",".","."
"","999
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2477","3.160","28.9","19.8","22.4","11.3","7.2","2.1","1.0","4.3","0.0","0.0",".","2.7","0.2","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.350","39.4","24.2","15.2","18.2",".","3.0",".",".",".",".",".",".",".",".",".","."
"Sophomore","","181","3.114","28.7","27.1","18.2","11.0","10.5","2.2","2.2",".",".",".",".",".",".",".",".","."
"Junior","","504","3.009","25.2","20.4","24.8","13.9","10.7","3.6","1.4",".",".",".",".",".",".",".",".","."
"Senior","","1256","3.107","26.2","20.9","27.2","14.0","7.9","2.2","1.1","0.2",".",".",".",".","0.2",".",".","."
"Undergraduates","","1974","3.088","26.4","21.4","25.6","13.8","8.7","2.6","1.3","0.2",".",".",".",".","0.2",".",".","."
"Special","","17","3.204","23.5","17.6","47.1","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","485","3.651","39.6","13.2","8.5","1.2","1.0",".",".","21.2","0.2","0.2",".","13.6","0.6","0.2","0.4","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2477","3.160","28.9","19.8","22.4","11.3","7.2","2.1","1.0","4.3","0.0","0.0",".","2.7","0.2","0.0","0.1","."
