"","990
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","50","",".",".",".",".",".",".",".","92.0",".",".",".","8.0",".",".",".","."
"PSYCH
820","Dept. Total","4470","3.084","33.7","16.5","18.4","11.9","12.8","2.7","1.8","1.7","0.0",".",".","0.1","0.2","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","495","2.583","12.5","11.5","16.2","25.5","23.8","7.1","3.2",".",".",".",".",".","0.2",".",".","."
"Sophomore","","982","2.923","22.3","18.7","19.9","14.9","18.0","3.7","2.1","0.2",".",".",".",".",".",".","0.1","0.1"
"Junior","","1234","3.054","30.4","17.0","21.8","13.0","13.2","2.0","2.2","0.1",".",".",".",".","0.2",".",".","0.1"
"Senior","","1409","3.339","45.5","18.5","17.8","6.2","7.6","1.5","1.0","1.4","0.1",".",".","0.1","0.2",".","0.1","."
"Undergraduates","","4120","3.059","31.5","17.3","19.3","12.6","13.7","2.8","1.9","0.6","0.0",".",".","0.0","0.1",".","0.0","0.0"
"Special","","68","2.934","30.9","13.2","13.2","13.2","8.8","4.4","4.4","4.4",".",".",".",".","1.5","2.9","2.9","."
"Graduate","","279","3.794","66.7","5.7","6.5","0.7","0.7",".",".","17.2",".",".",".","1.8","0.4","0.4",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","3","3.857","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4470","3.084","33.7","16.5","18.4","11.9","12.8","2.7","1.8","1.7","0.0",".",".","0.1","0.2","0.1","0.1","0.0"
