"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8644","3.552","44.8","18.2","13.5","2.4","2.0","0.5","0.2","14.7","0.0","2.3",".","0.9","0.3","0.0","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.656","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","124","3.068","39.5","14.5","19.4","4.0","12.9","5.6",".","0.8",".","0.8",".",".",".",".","2.4","."
"Junior","","611","3.345","50.9","15.1","19.8","3.8","7.5","1.8","0.7",".",".","0.2",".","0.2",".",".",".","0.2"
"Senior","","1867","3.514","57.6","16.2","16.8","3.8","3.3","1.2","0.4","0.2",".","0.3",".",".","0.1",".","0.1","."
"Undergraduates","","2614","3.449","55.2","15.8","17.6","3.8","4.7","1.5","0.5","0.2",".","0.3",".","0.0","0.1",".","0.2","0.0"
"Special","","192","3.433","46.9","19.3","16.7","5.2","5.7","1.0",".","2.1",".",".",".",".","1.6","1.0","0.5","."
"Graduate","","1542","3.682","40.4","12.0","7.4","0.6","0.6","0.1","0.1","31.6",".","1.9",".","4.5","0.6",".","0.1","0.1"
"Prof Yr 1","","1148","3.654","21.5","9.8","3.5","1.0","0.3",".",".","58.9","0.2","4.7",".",".",".",".","0.1","0.2"
"Prof Yr 2","","1514","3.567","43.3","26.0","19.9","4.4","1.0",".",".","1.1",".","3.7",".",".",".",".","0.3","0.4"
"Prof Yr 3","","694","3.521","38.8","29.3","21.0","1.0","0.6",".",".","1.7",".","6.2",".","0.4","0.4",".","0.6","."
"Prof Yr 4","","962","3.738","59.4","23.3","7.2","0.7","0.3",".","0.2","7.4",".","0.5",".","0.2","0.5",".","0.3","."
"Professionals","","4318","3.605","40.3","21.6","12.9","2.1","0.6",".","0.0","17.9","0.0","3.7",".","0.1","0.2",".","0.3","0.2"
"","College Total","8666","3.552","45.0","18.1","13.4","2.4","2.0","0.5","0.2","14.7","0.0","2.3",".","0.9","0.3","0.0","0.2","0.1"
