"TERM : 1104","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2009-2010","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL HISTORY AND BIOETH Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"MED HIST
Dept. Total
452","175","3.504","39.4","31.4","17.1","8.0","1.1","0.6","",".","1.7","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","4","3.125",".","25.0","75.0",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","18","3.083","22.2","33.3","11.1","16.7","11.1","5.6","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","27","3.481","33.3","40.7","14.8","11.1",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","87","3.561","44.8","27.6","18.4","6.9",".",".","",".","1.1","",".",".","",".","",".","1.1",".",".","."
"Undergraduates","136","3.468","38.2","30.9","18.4","8.8","1.5","0.7","",".","0.7","",".",".","",".","",".","0.7",".",".","."
"Special","7","3.643","28.6","71.4",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","27","3.651","44.4","25.9","14.8","7.4",".",".","",".","7.4","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","1","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","4","3.950","75.0","25.0",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","5","3.864","60.0","20.0","20.0",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","175","3.504","39.4","31.4","17.1","8.0","1.1","0.6","",".","1.7","",".",".","",".","",".","0.6",".",".","."
