"","990
010","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
011","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","399","3.353","38.3","25.6","14.5","8.8","8.5","1.0","0.5","0.8","",".",".","",".","0.5","1.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.000","8.2","40.8","14.3","16.3","20.4",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","114","3.422","36.0","34.2","14.9","8.8","6.1",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","79","3.208","38.0","19.0","11.4","16.5","8.9","1.3","2.5","1.3","",".",".","",".",".","1.3",".",".","."
"Senior","","116","3.431","49.1","15.5","17.2","3.4","7.8","2.6",".",".","",".",".","",".",".","4.3",".",".","."
"Undergraduates","","358","3.318","36.9","25.7","14.8","9.8","9.2","1.1","0.6","0.3","",".",".","",".",".","1.7",".",".","."
"Special","","4","3.167","25.0","25.0",".",".","25.0",".",".","25.0","",".",".","",".",".",".",".",".","."
"Graduate","","37","3.721","54.1","24.3","13.5",".",".",".",".","2.7","",".",".","",".","5.4",".",".",".","."
"","Dept. Total","399","3.353","38.3","25.6","14.5","8.8","8.5","1.0","0.5","0.8","",".",".","",".","0.5","1.5",".",".","."
