"","765
001","5","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
002","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","27","3.959","92.6","7.4",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"PhD Communicatn-Dissertsators","975
001","10","",".",".",".",".",".",".",".",".",".","100.0",".","",".","",".","",".",".","."
"GEN BUS
231","Dept. Total","1738","3.441","41.0","25.5","19.7","4.9","4.9","1.0","0.3","0.6","0.1","2.0","",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.375",".","50.0","50.0",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","199","3.374","37.7","27.1","21.1","4.5","6.5","1.5","1.0",".",".","0.5","",".","",".","",".",".",".","."
"Junior","","586","3.552","49.0","27.3","15.5","1.7","4.6","0.7","0.3","0.2",".","0.7","",".","",".","",".",".",".","."
"Senior","","706","3.332","35.0","21.8","23.7","8.9","5.9","1.3","0.1","0.8","0.1","2.3","",".","",".","",".",".",".","."
"Undergraduates","","1493","3.425","40.8","24.7","20.2","5.5","5.5","1.1","0.3","0.5","0.1","1.4","",".","",".","",".",".",".","."
"Special","","12","2.796","25.0","8.3","25.0",".","25.0",".","8.3",".",".",".","",".","",".","",".",".","8.3","."
"Graduate","","230","3.660","43.5","31.3","16.1","1.3","0.4","0.4",".","1.3",".","5.7","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1738","3.441","41.0","25.5","19.7","4.9","4.9","1.0","0.3","0.6","0.1","2.0","",".","",".","",".",".","0.1","."
