"ANIMAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"200
Biol&Apprec-Companion Anmls","001","","148","2.750","18.2","13.5","25.0","18.9","12.2","8.1","4.1",".",".",".",".",".",".",".",".","."
"250
Horse Science & Management","001","","14","3.214","7.1","50.0","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"299","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","029","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"305
Intro-Meat Sci & Technology","001","","33","2.727","15.2","15.2","12.1","15.2","42.4",".",".",".",".",".",".",".",".",".",".","."
"311
Comparative Animal Nutritn","001","","45","3.278","31.1","28.9","22.2","8.9","6.7",".","2.2",".",".",".",".",".",".",".",".","."
"313","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"313","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Feeds&Diet Formulatn","Course Total","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"361
Intro to Animal & Vet Genetics","001","","34","3.162","26.5","14.7","41.2",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"362
Veterinary Genetics","001","","16","3.000","12.5","18.8","37.5","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"363
Principles of Animal Breeding","001","","22","3.068","31.8","4.5","36.4","9.1","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"375","002","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"375","006","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"375","009","","18","3.706","55.6","22.2","16.7",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Special Topics","Course Total","","47","3.763","70.2","17.0","10.6",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"399","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","2","***","","","","","","","","","","","","","","","",""
"404
Vertebrate Physiology","001","","26","2.885","11.5","23.1","30.8","15.4","15.4",".","3.8",".",".",".",".",".",".",".",".","."
"430
Sheep Production","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"468
Envir Impact-Livestock Operatn","001","","6","3.500","66.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"520
Ornithology","001","","21","2.905","9.5","19.0","47.6",".","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"521","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"521","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"521","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"521","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","15","3.179","26.7","20.0","33.3",".","6.7","6.7",".","6.7",".",".",".",".",".",".",".","."
"681
Senior Honor Thesis","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
