"","990
024","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","18","",".",".",".",".",".",".",".","88.9","",".",".",".","11.1",".",".",".","."
"Independent Study","999
005","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"HDFS
230","Dept. Total","788","3.533","52.2","20.3","13.8","6.2","2.3","1.4","0.5","2.7","",".",".",".","0.3","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","106","3.156","32.1","21.7","23.6","11.3","3.8","4.7","2.8",".","",".",".",".",".",".",".",".","."
"Junior","","236","3.467","48.3","21.6","15.7","8.5","3.0","1.7","0.4",".","",".",".",".",".","0.8",".",".","."
"Senior","","366","3.633","57.4","21.9","12.6","4.6","1.6","0.5",".","1.4","",".",".",".",".",".",".",".","."
"Undergraduates","","709","3.502","50.5","21.7","15.2","6.9","2.5","1.6","0.6","0.7","",".",".",".",".","0.3",".",".","."
"Special","","7","3.833","71.4",".","14.3",".",".",".",".",".","",".",".",".",".",".","14.3",".","."
"Graduate","","68","3.943","66.2","7.4",".",".",".",".",".","23.5","",".",".",".","2.9",".",".",".","."
"Prof Yr 4","","4","3.850","75.0","25.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","4","3.850","75.0","25.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","788","3.533","52.2","20.3","13.8","6.2","2.3","1.4","0.5","2.7","",".",".",".","0.3","0.3","0.1",".","."
