"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
007","16","3.250","31.3","31.3","25.0","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","201
008","16","3.656","50.0","31.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","19","3.605","47.4","36.8","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","201
011","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","13","2.885","23.1","38.5","7.7",".","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","201","3.552","50.2","26.9","15.9","3.0","2.0","1.0","1.0",".",".",".",".",".",".",".",".","."
"","203
001","18","3.750","77.8","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","203
002","15","3.767","80.0","6.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","203
003","15","3.400","33.3","40.0","13.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","63","3.730","73.0","12.7","7.9",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","138","3.228","29.0","29.0","23.9","8.0","5.8","2.2","2.2",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","216
001","152","3.188","30.3","20.4","21.1","12.5","12.5","0.7","0.7",".",".",".",".",".","2.0",".",".","."
"","217
001","179","3.450","39.7","27.4","22.3","6.7","3.4",".","0.6",".",".",".",".",".",".",".",".","."
"","217
002","34","3.412","35.3","32.4","14.7","14.7","2.9",".",".",".",".",".",".",".",".",".",".","."
"American Literature","Course Total","213","3.445","39.0","28.2","21.1","8.0","3.3",".","0.5",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","150","3.370","36.0","31.3","20.0","5.3","4.0","2.0","1.3",".",".",".",".",".",".",".",".","."
"","236
001","18","3.500","50.0","5.6","16.7","16.7",".",".",".","11.1",".",".",".",".",".",".",".","."
"","236
002","15","3.786","80.0",".","6.7",".","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"Bascom Course","Course Total","33","3.633","63.6","3.0","12.1","9.1","3.0",".",".","6.1",".",".",".",".","3.0",".",".","."
"","300
001","15","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","13","3.500","53.8","38.5",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","59","3.780","69.5","27.1","1.7",".",".",".","1.7",".",".",".",".",".",".",".",".","."
"","001
301","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","14","3.731","57.1","21.4","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","301
004","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","64","3.905","85.9","6.3","6.3",".",".",".",".","1.6",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","302
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","12","3.667","58.3","33.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","307
001","15","3.733","86.7",".","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","307
002","9","3.625","22.2","66.7",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Creative Writing: Workshop","Course Total","24","3.696","62.5","25.0","4.2",".",".","4.2",".",".",".",".",".",".","4.2",".",".","."
"Expository&Critical Writing","315
001","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing Internship","318
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","21","3.310","23.8","38.1","19.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"","324
002","19","2.895","15.8","10.5","36.8","21.1","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"Structure of English","Course Total","40","3.113","20.0","25.0","27.5","17.5","7.5","2.5",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
