"","699
036","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Special Topics","775
001","","11","3.773","63.6","27.3","9.1",".","","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Directed Study","799
024","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"THER SCI
939","Dept. Total","","55","3.949","87.3","9.1","1.8","",".","",".","",".","",".","1.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","6","3.857","66.7","33.3",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","7","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","11","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","3.963","90.0","10.0",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","44","3.966","90.9","9.1",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","10","3.833","70.0","10.0","10.0","",".","",".","",".","",".","10.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","55","3.949","87.3","9.1","1.8","",".","",".","",".","",".","1.8","",".",".","",".","",".","",".",".",".","."
