"Computer-Based Data Mgt","722
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
003","","7","4.000","100.0",".","",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","","8","4.000","100.0",".","",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"INFO SYS
234","Dept. Total","","46","3.728","67.4","23.9","",".","4.3","4.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","5","3.700","40.0","60.0","",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.542","50.0","33.3","",".","8.3","8.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","19","3.737","73.7","15.8","",".","5.3","5.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","36","3.667","61.1","27.8","",".","5.6","5.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","10","3.950","90.0","10.0","",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","46","3.728","67.4","23.9","",".","4.3","4.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
