"JOURN AND MASS COMMUNICA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"697","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","Course Total","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698
Directed Study","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","32","3.894","78.1","12.5","6.3",".",".",".",".",".",".",".",".","3.1",".",".",".","."
"805
Smr-Communicatn Rsch Method","001","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"810
Mass Communicatn Law&Policy","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"860
Sci & Envir Communication","001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","016","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"880","020","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"Topics in Mass Communication","Course Total","","27","3.885","74.1","22.2",".",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"901
Colloquium:Mass Communicatn","001","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"919
Smr-Hist of Mass Communication","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","093","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Thesis","Course Total","","33","",".",".",".",".",".",".",".","81.8","3.0",".",".","15.2",".",".",".","."
