"","991
012","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
013","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
019","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","12","",".",".",".",".",".",".",".","83.3","",".",".",".","16.7",".",".",".","."
"SLAVIC
888","Dept. Total","306","3.630","64.4","9.2","12.4","2.6","2.9","0.7","0.3","5.9","",".",".",".","1.0","0.3","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.147","43.8","6.3","31.3","6.3","6.3",".","6.3",".","",".",".",".",".",".",".",".","."
"Sophomore","","57","3.734","73.7","14.0","8.8",".","3.5",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","63","3.636","68.3","9.5","17.5","1.6","3.2",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","93","3.497","55.9","12.9","17.2","5.4","4.3","2.2",".","1.1","",".",".",".","1.1",".",".",".","."
"Undergraduates","","229","3.566","62.9","11.8","16.2","3.1","3.9","0.9","0.4","0.4","",".",".",".","0.4",".",".",".","."
"Special","","12","3.806","75.0",".",".","8.3",".",".",".","16.7","",".",".",".",".",".",".",".","."
"Graduate","","65","3.958","67.7","1.5","1.5",".",".",".",".","23.1","",".",".",".","3.1","1.5","1.5",".","."
"","Dept. Total","306","3.630","64.4","9.2","12.4","2.6","2.9","0.7","0.3","5.9","",".",".",".","1.0","0.3","0.3",".","."
