"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Institutionalized Persons","862
001","30","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"Legal Iss: N Amer & E Asia","872
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","61","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Journal of Law","896
001","28","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","85","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","15","1.800","20.0",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
002","17","0.941","5.9",".","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
003","24","0.792","4.2",".","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
004","9","1.333",".",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","65","1.138","7.7",".","27.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","13","1.364","7.7",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","918
002","9","1.556","22.2",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","19","1.556","10.5",".","10.5",".",".",".",".","52.6",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","21","1.450","23.8",".","14.3",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"Torts II","936
001","57","0.947","5.3",".","19.3",".","7.0","1.8",".",".",".",".",".",".",".",".",".","."
"","939
001","11","0.909","9.1",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","939
002","18","0.717","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","939
003","11","0.194",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","939
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Family Law-Smr","Course Total","44","0.775","9.1",".","11.4",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"","940
001","22","1.500","22.7",".","13.6",".","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","940
002","11","1.818","18.2",".","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","10","0.778","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","11","1.375","18.2",".","9.1",".",".",".",".","9.1",".",".",".",".","9.1",".","9.1","."
"","940
005","17","1.765","17.6",".","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","14","0.500","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","17","1.344","17.6","5.9","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","940
008","7","1.571","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","19","1.053","10.5",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","32","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
011","10","1.304",".",".","40.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","940
013","7","0.000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","29","1.071","10.3",".","20.7",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"","940
015","18","0.471","11.1",".",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","940
016","15","1.429","13.3",".","26.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","940
018","18","1.951","22.2",".","27.8",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","940
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","258","1.259","12.8","0.4","16.3",".","0.8",".","0.4","14.0",".",".",".",".","1.6",".","0.4","."
"","950
001","47","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","15","0.600",".",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
004","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
005","15","0.600",".",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
