"","990
021","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","73.3","",".",".",".","26.7",".",".",".","."
"ART HIST
180","Dept. Total","791","3.178","29.6","22.4","17.3","9.0","5.9","3.4","1.8","8.6","",".",".",".","0.5","1.1",".","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","72","2.718","16.7","23.6","20.8","16.7","2.8","13.9","5.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","134","3.085","20.1","26.9","25.4","14.9","6.7","3.7","1.5",".","",".",".",".",".","0.7",".",".","."
"Junior","","138","3.129","31.9","23.2","17.4","8.7","8.0","4.3","2.9",".","",".",".",".",".","2.2",".",".","1.4"
"Senior","","304","3.229","31.9","24.3","20.1","8.2","8.2","2.0","1.3","2.3","",".",".",".",".","1.3",".","0.3","."
"Undergraduates","","648","3.112","27.8","24.5","20.7","10.6","7.3","4.2","2.2","1.1","",".",".",".",".","1.2",".","0.2","0.3"
"Special","","55","3.719","5.5","1.8","1.8",".",".",".",".","90.9","",".",".",".",".",".",".",".","."
"Graduate","","88","3.807","58.0","19.3","2.3","2.3",".",".",".","12.5","",".",".",".","4.5","1.1",".",".","."
"","Dept. Total","791","3.178","29.6","22.4","17.3","9.0","5.9","3.4","1.8","8.6","",".",".",".","0.5","1.1",".","0.1","0.3"
