"Directed Study","Course Total","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","775
001","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"COMP BIO
934","Dept. Total","562","3.433","37.0","23.5","24.6","8.0","3.7","0.5","0.2","2.5",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","",""
"Junior","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","17","3.132","58.8","11.8","11.8","5.9",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"Undergraduates","","25","3.333","72.0","8.0","8.0","4.0",".","4.0","4.0",".",".",".",".",".",".",".",".","."
"Special","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","365","3.473","40.3","23.3","23.6","9.0","3.6","0.3",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","156","3.345","26.9","28.8","31.4","7.1","5.1","0.6",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","535","3.438","35.3","24.3","25.2","8.2","3.9","0.4",".","2.6",".",".",".",".",".",".",".","."
"","Dept. Total","562","3.433","37.0","23.5","24.6","8.0","3.7","0.5","0.2","2.5",".",".",".",".",".",".",".","."
