"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","185","3.283","29.7","24.3","28.1","7.0","5.9","1.6","0.5","2.7",".",".",".",".",".",".",".","."
"Introduction to Psychology","201
001","18","3.028","33.3","5.6","22.2","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","202
001","321","2.704","20.2","14.3","13.7","17.1","23.7","6.2","4.0","0.3",".",".",".",".",".",".",".","0.3"
"","002
202","284","2.777","18.0","16.5","13.0","26.4","18.3","5.3","2.1",".",".",".",".",".",".",".","0.4","."
"","202
003","333","2.838","16.2","21.3","12.3","27.3","18.0","3.0","1.8",".",".",".",".",".",".",".",".","."
"","004
202","99","2.470","14.1","3.0","26.3","14.1","27.3","11.1","4.0",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1037","2.745","17.7","16.1","14.3","22.7","20.7","5.4","2.8","0.1",".",".",".",".",".",".","0.1","0.1"
"","210
001","58","2.543","15.5","6.9","24.1","12.1","32.8",".","8.6",".",".",".",".",".",".",".",".","."
"","210
002","57","2.816","22.8","5.3","28.1","10.5","28.1","5.3",".",".",".",".",".",".",".",".",".","."
"","210
003","52","2.577","11.5","11.5","25.0","15.4","28.8",".","7.7",".",".",".",".",".",".",".",".","."
"","210
004","60","2.692","15.0","10.0","26.7","15.0","28.3",".","5.0",".",".",".",".",".",".",".",".","."
"","210
005","56","2.384","10.7","7.1","19.6","12.5","35.7","8.9","5.4",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","283","2.604","15.2","8.1","24.7","13.1","30.7","2.8","5.3",".",".",".",".",".",".",".",".","."
"","211
001","10","3.400","40.0","10.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","211
002","9","3.111","22.2","44.4","11.1",".","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"Freshman Seminar in Psychology","Course Total","19","3.263","31.6","26.3","26.3","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","225
001","46","2.717","17.4","6.5","26.1","10.9","37.0",".","2.2",".",".",".",".",".",".",".",".","."
"","002
225","43","2.720","14.0","4.7","30.2","11.6","32.6","2.3",".",".",".",".",".",".","2.3",".","2.3","."
"","225
003","46","2.576","8.7","8.7","26.1","28.3","21.7",".","6.5",".",".",".",".",".",".",".",".","."
"","225
004","47","2.628","8.5","10.6","23.4","21.3","34.0",".","2.1",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","182","2.658","12.1","7.7","26.4","18.1","31.3","0.5","2.7",".",".",".",".",".","0.5",".","0.5","."
"Honors Crse-Intro to Psych","281
001","24","3.717","62.5","12.5","20.8",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","311
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","101","3.592","53.5","21.8","14.9","2.0","4.0","1.0",".","3.0",".",".",".",".",".",".",".","."
"Issues in Psychology","Course Total","117","3.637","59.8","18.8","12.8","1.7","3.4","0.9",".","2.6",".",".",".",".",".",".",".","."
"Experimental Psych-Graduate","325
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
386","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","25","3.960","96.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","025
399","12","3.984","83.3","8.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","399
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","17","3.989","88.2","5.9",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","402
001","81","2.994","12.3","18.5","33.3","22.2","11.1",".",".","2.5",".",".",".",".",".",".",".","."
"","402
002","8","2.813","12.5","12.5","50.0",".","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"Literacy, Brain and Behavior","Course Total","89","2.977","12.4","18.0","34.8","20.2","11.2","1.1",".","2.2",".",".",".",".",".",".",".","."
"Psychology of Perception","406
001","38","2.608","10.5","23.7","21.1","15.8","7.9","10.5","7.9","2.6",".",".",".",".",".",".",".","."
"","411
001","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","411
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","22","3.750","54.5","40.9","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
004","48","3.469","37.5","31.3","22.9","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","411
005","31","3.629","38.7","48.4","12.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 286 of 413",""
