"","999
107","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
144","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
162","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1621","3.297","26.2","27.6","31.5","10.4","2.6","0.4","0.1","1.0","",".",".","",".","0.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","126","2.940","5.6","19.8","41.3","28.6","3.2","0.8","0.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","360","3.153","13.3","28.9","36.9","16.1","4.4",".",".","0.3","",".",".","",".",".","",".",".",".","."
"Senior","","722","3.288","21.7","31.0","33.9","8.9","2.8","0.6","0.1","1.0","",".",".","",".",".","",".",".",".","."
"Undergraduates","","1208","3.211","17.5","29.2","35.6","13.1","3.3","0.4","0.2","0.7","",".",".","",".",".","",".",".",".","."
"Special","","24","3.042","20.8","16.7","25.0","33.3",".","4.2",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","387","3.618","53.2","23.5","19.4","0.8","0.5",".",".","2.3","",".",".","",".","0.3","",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1621","3.297","26.2","27.6","31.5","10.4","2.6","0.4","0.1","1.0","",".",".","",".","0.1","",".",".",".","."
