"","775
001","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Externship","Course Total","67","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MED SC-V
623","Dept. Total","1081","3.491","26.2","3.3","6.3","0.6","0.7",".",".","61.6",".",".",".",".","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Sophomore","","4","4.000","25.0",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"Junior","","6","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Senior","","13","4.000","46.2",".",".",".",".",".",".","53.8",".",".",".",".",".",".",".","."
"Undergraduates","","24","4.000","41.7",".",".",".",".",".",".","58.3",".",".",".",".",".",".",".","."
"Prof Yr 1","","236","3.527","12.7","8.9","8.9","0.4","0.4",".",".","66.9",".",".",".",".","1.7",".",".","."
"Prof Yr 2","","84","4.000","1.2",".",".",".",".",".",".","88.1",".",".",".",".","10.7",".",".","."
"Prof Yr 3","","321","3.189","26.2","4.4","14.3","1.6","2.2",".",".","51.1",".",".",".",".","0.3",".",".","."
"Prof Yr 4","","416","3.971","38.0","0.2","0.2",".",".",".",".","61.5",".",".",".",".",".",".",".","."
"Professionals","","1057","3.477","25.8","3.4","6.4","0.6","0.8",".",".","61.7",".",".",".",".","1.3",".",".","."
"","Dept. Total","1081","3.491","26.2","3.3","6.3","0.6","0.7",".",".","61.6",".",".",".",".","1.3",".",".","."
