"L&S","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","689","3.813","71.6","18.7","6.7","0.6","0.4","0.1","",".","1.3","",".",".","",".","0.1","0.3",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","11","3.455","27.3","36.4","36.4",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","54","3.519","40.7","29.6","24.1","3.7","1.9",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","46","3.581","43.5","28.3","17.4","2.2","2.2",".","",".","6.5","",".",".","",".",".",".",".",".","."
"Senior","18","3.500","55.6","11.1","16.7","5.6",".","5.6","",".","5.6","",".",".","",".",".",".",".",".","."
"Undergraduates","129","3.532","42.6","27.1","21.7","3.1","1.6","0.8","",".","3.1","",".",".","",".",".",".",".",".","."
"Special","26","3.838","73.1","15.4","7.7",".",".",".","",".",".","",".",".","",".",".",".",".","3.8","."
"Graduate","528","3.879","78.4","16.9","3.0",".","0.2",".","",".","0.9","",".",".","",".","0.2","0.4",".",".","."
"Prof Yr 3","6","3.917","83.3","16.7",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","6","3.917","83.3","16.7",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","689","3.813","71.6","18.7","6.7","0.6","0.4","0.1","",".","1.3","",".",".","",".","0.1","0.3",".","0.1","."
