"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"132","001","","287","2.935","16.4","19.5","27.9","14.3","18.1","3.1","0.3","0.3",".",".",".",".",".",".",".","."
"132","002","","322","2.846","14.6","18.6","27.6","14.0","18.6","5.0","1.2",".",".",".",".",".",".",".","0.3","."
"132","003","","187","2.761","14.4","11.8","23.0","19.8","24.1","3.2","1.1","2.1",".",".",".",".","0.5",".",".","."
"Nutrition Today","Course Total","","796","2.859","15.2","17.3","26.6","15.5","19.7","3.9","0.9","0.6",".",".",".",".","0.1",".","0.1","."
"299","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","065","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","14","3.966","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"311
Comparative Animal Nutritn","001","","12","2.875","25.0","8.3","25.0","33.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"332
Human Nutritional Needs","001","","77","3.091","28.6","10.4","32.5","18.2","6.5","2.6","1.3",".",".",".",".",".",".",".",".","."
"350
World Hunger & Malnutrition","001","","96","3.553","46.9","22.9","22.9","2.1","3.1",".",".","2.1",".",".",".",".",".",".",".","."
"431
Nutrition in the Life Span","001","","72","3.181","23.6","19.4","41.7","5.6","8.3",".","1.4",".",".",".",".",".",".",".",".","."
"499
Capstone in Nutrition","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","34","3.000","32.4","2.9","35.3","2.9","23.5",".","2.9",".",".",".",".",".",".",".",".","."
"520
Applications-Clin Nutrition","001","","43","3.767","55.8","41.9","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"540
Commun Nutr Prgms & Policy Iss","001","","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"619
Adv Nutr: Metab-Macronutrients","001","","17","3.324","29.4","17.6","47.1",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"625
Adv Nutritn: Obesity&Diabetes","001","","18","3.441","22.2","44.4","22.2","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"672","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"672","003","","8","3.429","37.5",".","12.5","25.0",".",".",".","25.0",".",".",".",".",".",".",".","."
"Herbl, Homeopthy&Diet","Course Total","","11","3.545","45.5",".","18.2","18.2",".",".",".","18.2",".",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Nutri Sciences Tchg","Course Total","","5","***","","","","","","","","","","","","","","","",""
"875
Special Topics","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"881
Smr-Human&Clinicl Nutrition","001","","15","3.542","33.3","20.0","26.7",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"931
Seminar-Nutrition","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"991","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
