"","999
033","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
080","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
090","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","9","4.000","55.6",".",".",".",".",".",".","33.3","",".",".","",".",".",".",".","11.1","."
"E C E
320","Dept. Total","2071","3.213","32.8","17.9","20.2","6.4","6.6","2.7","1.0","7.1","",".","0.0","",".","4.4","0.4","0.0","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.875",".","50.0",".","25.0","25.0",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","102","3.189","36.3","22.5","21.6","11.8","5.9","1.0","1.0",".","",".",".","",".",".",".",".",".","."
"Junior","","404","3.038","27.5","19.6","27.2","9.4","12.9","2.7","0.7",".","",".",".","",".",".",".",".",".","."
"Senior","","874","3.081","35.5","18.3","22.3","8.2","8.4","4.9","1.8",".","",".","0.1","",".",".","0.5",".",".","."
"Undergraduates","","1384","3.074","33.1","19.1","23.6","8.9","9.5","4.0","1.4",".","",".","0.1","",".",".","0.3",".",".","."
"Special","","36","3.218","30.6","13.9","36.1","5.6","2.8",".","2.8","2.8","",".",".","",".",".","2.8",".","2.8","."
"Graduate","","739","3.629","28.6","13.8","10.7","0.9","0.5",".",".","19.9","",".","11.5","",".","12.3","0.5","0.1","0.7","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","2161","3.213","31.6","17.2","19.4","6.1","6.3","2.5","1.0","6.8","",".","4.0","",".","4.2","0.4","0.0","0.3","."
