"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","320
002","89","2.915","15.7","24.7","20.2","14.6","18.0","5.6",".",".","1.1",".",".",".",".",".",".","."
"","320
003","118","2.716","27.1","4.2","22.9","6.8","28.0","6.8","4.2",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","341","3.037","31.1","15.5","21.1","8.2","17.6","4.1","1.8","0.3","0.3",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","36","2.375","16.7","2.8","27.8","11.1","19.4","11.1","11.1",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","21","3.286","33.3","33.3","9.5","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
002","26","1.712","3.8","3.8","26.9",".","26.9","7.7","30.8",".",".",".",".",".",".",".",".","."
"","340
001","78","2.923","16.7","28.2","28.2","7.7","7.7","7.7","3.8",".",".",".",".",".",".",".",".","."
"","340
002","60","3.525","45.0","31.7","13.3","3.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","340
003","60","2.900","16.7","18.3","30.0","15.0","13.3","5.0","1.7",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","198","3.098","25.3","26.3","24.2","8.6","9.1","4.5","2.0",".",".",".",".",".",".",".",".","."
"Linear Algebra","341
001","30","3.450","43.3","33.3","13.3","3.3","3.3",".","3.3",".",".",".",".",".",".",".",".","."
"Basic Concepts of Math","371
001","31","3.387","38.7","25.8","19.4","6.5","9.7",".",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","27","3.278","33.3","37.0","7.4","11.1","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","31","3.129","25.8","16.1","32.3","16.1","6.5","3.2",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 254 of 413",""
