"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Family Law I","822
001","42","1.098","11.9",".","19.0",".",".","2.4",".","2.4",".",".",".",".",".",".",".","."
"Family Law II","823
001","25","1.880","24.0",".","28.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Insurance Law","825
001","29","0.821","6.9",".","17.2",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"International Law","827
001","39","1.154","12.8",".","15.4",".","7.7","2.6",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","45","1.267","8.9",".","28.9",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Real Estate Transactions II","838
001","14","1.643","14.3",".","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Taxation II","840
001","25","1.158","16.0",".","4.0",".",".","12.0","4.0","24.0",".",".",".",".",".",".",".","."
"Taxation of Trusts&Estates","844
001","8","3.000","25.0",".","50.0",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Environmental Law","848
001","33","1.903","18.2","12.1","21.2",".",".",".",".","6.1",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","57","1.000","14.0",".","10.5",".","3.5","1.8","1.8","3.5",".",".",".",".",".",".",".","."
"","850
002","16","1.000","12.5",".","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","850
003","27","1.481","14.8",".","29.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","100","1.133","14.0",".","16.0",".","3.0","1.0","1.0","2.0",".",".",".",".",".",".",".","."
"","852
001","12","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","852
002","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","14","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","005
852","32","",".",".",".",".",".",".",".","93.8",".",".",".",".",".",".",".","6.3"
"","852
006","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","104","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"","854
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
004","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","7","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","12","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","009
854","44","",".",".",".",".",".",".",".","97.7",".",".",".",".","2.3",".",".","."
"","854
010","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","854
011","7","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
012","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","854
013","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","854
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
016","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","854
017","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
019","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
020","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","159","",".",".",".",".",".",".",".","88.1","0.6",".",".",".","0.6",".",".","10.7"
"Collctv Bargang-Arbtrn Proc","858
001","7","1.286",".",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","16","",".",".",".",".",".",".",".","81.3",".",".",".",".",".",".",".","18.8"
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 331 of 413",""
