"L&S","","","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"WOMEN ST
963","Dept. Total","1188","3.544","46.7","28.9","15.2","4.3","1.6","0.8","0.8","1.4","",".",".","",".","",".","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","137","3.303","28.5","35.0","22.6","7.3","3.6","0.7","2.2",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","254","3.543","42.9","35.4","13.0","5.1","1.6","1.2",".","0.4","",".",".","",".","",".",".","0.4",".","."
"Junior","","316","3.574","50.3","27.2","15.8","3.2","1.3","0.6","0.9","0.3","",".",".","",".","",".","0.3",".",".","."
"Senior","","433","3.567","48.3","25.9","15.2","4.2","1.4","0.9","0.5","3.5","",".",".","",".","",".","0.2",".",".","."
"Undergraduates","","1140","3.532","45.3","29.5","15.8","4.5","1.7","0.9","0.7","1.5","",".",".","",".","",".","0.2","0.1",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","43","3.831","81.4","14.0",".",".",".",".","2.3",".","",".",".","",".","",".","2.3",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","2","3.625","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","3","3.786","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1188","3.544","46.7","28.9","15.2","4.3","1.6","0.8","0.8","1.4","",".",".","",".","",".","0.3","0.1",".","."
