"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11510","3.272","35.1","18.9","18.9","8.1","6.0","1.8","0.9","6.7","0.1","0.5","0.0","2.5","0.4","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","195","3.110","33.3","20.5","16.4","15.4","8.2","2.6","0.5","1.0",".","1.5","0.5",".",".",".",".","."
"Sophomore","","970","3.021","31.9","17.6","17.9","14.8","9.6","2.6","1.4","2.6",".","1.4","0.1",".",".",".",".","."
"Junior","","2107","3.108","29.6","20.6","25.2","10.1","9.5","2.1","1.3","1.0",".","0.5",".",".","0.0",".","0.0","0.0"
"Senior","","5102","3.224","36.4","20.9","22.1","9.6","6.9","2.4","0.9","0.2",".","0.2",".",".","0.4","0.1","0.0","."
"Undergraduates","","8374","3.172","34.1","20.4","22.2","10.4","7.9","2.4","1.1","0.7",".","0.4","0.0",".","0.2","0.0","0.0","0.0"
"Special","","144","3.208","32.6","16.0","23.6","9.0","5.6","0.7","2.1","4.9",".","2.1",".",".","2.1","0.7","0.7","."
"Graduate","","3241","3.662","38.4","13.4","8.8","1.5","0.7","0.1","0.2","22.2","0.2","4.5","0.0","8.7","0.6","0.1","0.3","0.2"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","4.000","40.0",".",".",".",".",".",".","40.0",".",".",".","20.0",".",".",".","."
"Prof Yr 4","","7","3.550","28.6","14.3","14.3",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Professionals","","14","3.714","35.7","14.3","7.1",".",".",".",".","35.7",".",".",".","7.1",".",".",".","."
"","College Total","11773","3.272","35.3","18.4","18.5","7.9","5.9","1.7","0.8","6.7","0.1","1.6","0.0","2.4","0.3","0.1","0.1","0.1"
