"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
030","16","3.375","31.3","31.3","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
031","16","3.313","25.0","31.3","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
032","15","3.333","40.0","20.0","26.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","344
036","12","3.292","25.0","33.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
037","14","3.321","21.4","42.9","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
038","16","3.188","18.8","31.3","18.8","31.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
039","18","3.222","27.8","5.6","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","476","3.267","25.8","25.8","29.6","14.1","4.2","0.4",".",".",".",".",".",".",".",".",".","."
"","345
001","158","2.732","17.1","8.2","26.6","11.4","29.1","4.4","1.3",".",".",".",".",".","0.6","1.3",".","."
"","345
002","328","2.826","20.1","7.9","31.1","12.8","23.5","2.1","2.4",".",".",".",".",".",".",".",".","."
"","345
003","253","2.783","19.4","6.3","36.8","9.5","17.4","9.9","0.8",".",".",".",".",".",".",".",".","."
"","345
004","48","3.585","41.7","37.5","14.6","2.1","2.1",".",".",".",".",".",".",".",".","2.1",".","."
"Intmed Organic Chemistry","Course Total","787","2.839","20.6","9.3","31.0","10.8","21.3","5.0","1.5",".",".",".",".",".","0.1","0.4",".","."
"","346
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
004","13","3.346","15.4","53.8","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","14","3.333","14.3","50.0","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Polymeric Materials","421
001","9","3.722","66.7","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","14","3.643","57.1","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","29","3.000","27.6",".","44.8",".","20.7","3.4",".","3.4",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","13","3.308","38.5","23.1","7.7","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","31","2.968","38.7","6.5","9.7","12.9","25.8","6.5",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","80","2.963","26.3","13.8","35.0","3.8","12.5","3.8","5.0",".",".",".",".",".",".",".",".","."
"","563
001","24","3.271","25.0","25.0","37.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","563
002","15","3.267","40.0","13.3","20.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","563
003","22","3.432","40.9","31.8","13.6",".","13.6",".",".",".",".",".",".",".",".",".",".","."
"","563
004","18","3.250","27.8","33.3","22.2","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","005
563","14","2.786","14.3","7.1","35.7","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".","."
"","563
006","21","3.024","9.5","28.6","38.1","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","563
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","563
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","121","3.172","25.6","24.0","28.9","9.1","9.9","2.5",".",".",".",".",".",".",".",".",".","."
"","564
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","14","3.385","42.9","28.6","14.3",".",".",".","7.1",".",".",".",".",".","7.1",".",".","."
"Biophysical Chemistry","565
001","25","2.940","16.0","16.0","36.0","20.0","8.0",".","4.0",".",".",".",".",".",".",".",".","."
"","567
001","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","567
002","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","567
003","8","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","21","3.500","33.3","38.1","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Spectrochemical Measuremts","605
001","51","3.406","33.3","15.7","41.2","2.0","2.0",".",".",".",".",".",".",".","2.0",".","3.9","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 174 of 413",""
