"","990
061","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
062","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
063","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","19","",".",".",".",".",".","",".","",".","68.4","",".",".",".","31.6",".",".",".","."
"B M E
207","Dept. Total","596","3.511","32.9","30.4","15.4","3.2","1.2","",".","",".","12.4","",".",".",".","4.4","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.382","9.1","63.6","27.3",".",".","",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","87","3.479","35.6","42.5","17.2","2.3","2.3","",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","298","3.456","36.2","35.9","21.8","4.0","1.7","",".","",".",".","",".","0.3",".",".",".",".",".","."
"Undergraduates","","396","3.459","35.4","38.1","21.0","3.5","1.8","",".","",".",".","",".","0.3",".",".",".",".",".","."
"Special","","4","3.500",".","25.0",".",".",".","",".","",".","25.0","",".","50.0",".",".",".",".",".","."
"Graduate","","229","3.673","24.5","12.7","3.5","2.2",".","",".","",".","30.1","",".","15.7",".","10.9","0.4",".",".","."
"Prof Yr 3","","3","",".",".",".",".",".","",".","",".","66.7","",".",".",".","33.3",".",".",".","."
"Prof Yr 4","","4","3.000",".",".","25.0",".",".","",".","",".","75.0","",".",".",".",".",".",".",".","."
"Professionals","","7","3.000",".",".","14.3",".",".","",".","",".","71.4","",".",".",".","14.3",".",".",".","."
"","Dept. Total","636","3.511","30.8","28.5","14.5","3.0","1.1","",".","",".","11.8","",".","6.1",".","4.1","0.2",".",".","."
