"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","19","3.632","36.8","52.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","19","3.474","31.6","36.8","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","19","3.763","78.9","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
004","18","3.472","38.9","33.3","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
005","17","3.875","76.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"","100
006","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
100","19","3.684","57.9","31.6","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
010","19","3.421","42.1","31.6","15.8",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","100
011","18","3.417","38.9","27.8","16.7","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","3.342","36.8","36.8","10.5","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
014","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
100","19","3.737","52.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","021
100","16","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","19","3.553","42.1","31.6","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","023
100","19","3.684","57.9","31.6","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
024","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","18","3.639","66.7","5.6","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","19","3.368","21.1","47.4","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
033","19","3.833","73.7","10.5","10.5",".",".",".",".",".",".",".",".",".",".","5.3",".","."
"","100
035","18","3.806","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","19","3.474","47.4","21.1","21.1",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","100
039","19","3.579","47.4","21.1","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
041","18","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.605","47.4","26.3","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","19","3.605","47.4","31.6","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","19","3.632","47.4","36.8","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
046","17","3.529","47.1","23.5","17.6","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
047","19","3.711","63.2","15.8","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","19","3.684","52.6","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","19","3.833","68.4","21.1","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","100
050","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","19","3.474","26.3","47.4","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","764","3.681","56.9","27.5","11.6","2.1","1.2","0.1","0.1",".",".",".",".",".","0.1","0.1",".","0.1"
"","110
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","12","",".",".",".",".",".",".",".",".",".","66.7","33.3",".",".",".",".","."
"","003
110","11","",".",".",".",".",".",".",".",".",".","90.9","9.1",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","31","",".",".",".",".",".",".",".",".",".","83.9","16.1",".",".",".",".","."
