"","699
010","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
011","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
012","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Studies","Course Total","11","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"BIOLOGY
205","Dept. Total","967","2.955","26.4","11.1","29.4","7.5","14.2","4.4","1.4","0.1","",".","4.9","",".","",".","0.2","0.1",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","100","2.414","9.0","13.0","18.0","5.0","25.0","10.0","3.0",".","",".","16.0","",".","",".","1.0",".",".","."
"Sophomore","","372","2.778","16.9","11.0","29.8","9.7","18.3","4.8","1.3",".","",".","7.5","",".","",".",".",".",".","0.5"
"Junior","","366","3.133","32.0","12.3","34.7","7.9","8.2","2.7","1.1",".","",".","0.5","",".","",".","0.3","0.3",".","."
"Senior","","114","3.125","48.2","6.1","22.8","2.6","12.3","4.4","1.8","0.9","",".",".","",".","",".",".",".",".","0.9"
"Undergraduates","","952","2.949","25.6","11.1","29.6","7.7","14.4","4.5","1.5","0.1","",".","4.8","",".","",".","0.2","0.1",".","0.3"
"Special","","12","3.558","66.7","8.3","16.7",".",".",".",".",".","",".","8.3","",".","",".",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","967","2.955","26.4","11.1","29.4","7.5","14.2","4.4","1.4","0.1","",".","4.9","",".","",".","0.2","0.1",".","0.3"
