"","946
005","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
011","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
013","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-CSC","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","","84","3.570","39.3","42.9","16.7","",".","1.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","69","3.537","31.9","47.8","18.8","",".","1.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","8","3.650","50.0","37.5","12.5","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","77","3.545","33.8","46.8","18.2","",".","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","84","3.570","39.3","42.9","16.7","",".","1.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
