"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10012","3.288","39.7","15.7","18.7","6.4","7.1","1.7","0.8","6.6","0.0","0.7",".","2.0","0.4","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","545","3.013","28.1","17.2","22.9","13.2","11.7","5.0","0.7",".",".","0.9",".",".",".",".",".","0.2"
"Sophomore","","1172","3.196","36.2","19.1","21.8","8.4","8.9","2.5","1.2","0.1",".","1.6",".",".","0.3",".","0.1","."
"Junior","","1933","3.190","36.8","17.7","22.2","8.3","10.8","2.2","1.1","0.1",".","0.4",".",".","0.3","0.1",".","0.1"
"Senior","","4016","3.291","42.5","17.4","21.4","6.8","7.8","1.8","1.1","0.5","0.0","0.1",".","0.0","0.6","0.1","0.0","0.0"
"Undergraduates","","7666","3.230","39.0","17.7","21.8","7.9","9.0","2.2","1.1","0.3","0.0","0.5",".","0.0","0.4","0.1","0.0","0.0"
"Special","","173","3.470","38.2","15.0","15.0","2.9","6.9",".",".","12.7",".","1.2",".",".","0.6","1.7","5.2","0.6"
"Graduate","","2096","3.716","42.7","8.4","7.1","1.0","0.5","0.0",".","29.2","0.1","1.5",".","9.1","0.3","0.1",".","."
"Prof Yr 1","","57","3.211","22.8","15.8","43.9","15.8","1.8",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","4","3.286",".","25.0","25.0",".",".",".",".","25.0",".",".",".","25.0",".",".",".","."
"Prof Yr 4","","15","3.625","40.0","13.3","6.7",".",".",".",".","26.7",".",".",".","13.3",".",".",".","."
"Professionals","","77","3.251","24.7","16.9","35.1","11.7","1.3",".",".","6.5",".",".",".","3.9",".",".",".","."
"","College Total","10012","3.288","39.7","15.7","18.7","6.4","7.1","1.7","0.8","6.6","0.0","0.7",".","2.0","0.4","0.1","0.1","0.0"
