"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","408","3.914","90.2","4.9","2.9","0.5","",".","",".","0.2","",".","",".",".",".","",".","",".",".","0.5","0.7"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","3.900","90.1","4.4","3.3",".","",".","",".","1.1","",".","",".",".",".","",".","",".",".",".","1.1"
"Sophomore","","125","3.906","90.4","4.8","4.0","0.8","",".","",".",".","",".","",".",".",".","",".","",".",".",".","."
"Junior","","93","3.948","92.5","1.1","2.2","1.1","",".","",".",".","",".","",".",".",".","",".","",".",".","1.1","2.2"
"Senior","","87","3.894","87.4","10.3","2.3",".","",".","",".",".","",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","396","3.912","90.2","5.1","3.0","0.5","",".","",".","0.3","",".","",".",".",".","",".","",".",".","0.3","0.8"
"Special","","12","4.000","91.7",".",".",".","",".","",".",".","",".","",".",".",".","",".","",".",".","8.3","."
"Graduate","","2","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".",".","",".","",".",".",".","."
"","College Total","410","3.914","90.2","4.9","2.9","0.5","",".","",".","0.2","",".","",".",".",".","",".","",".",".","0.5","0.7"
