"","990
033","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","42","",".",".",".",".",".",".",".","83.3","",".",".",".","11.9","4.8",".",".","."
"COM ARTS
250","Dept. Total","3280","3.337","28.0","33.0","21.6","7.8","4.3","0.6","0.8","2.7","",".","0.6",".","0.2","0.2","0.2",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","206","3.165","15.5","38.8","24.8","12.1","4.9","1.0","1.9",".","",".",".",".",".",".","1.0",".","."
"Sophomore","","703","3.300","23.0","37.8","23.3","8.5","5.3","0.6","0.6",".","",".","0.1",".",".",".","0.6",".","0.1"
"Junior","","1059","3.318","27.6","33.9","23.1","8.3","4.5","0.7","0.9",".","",".","0.8",".",".","0.2",".",".","."
"Senior","","1092","3.355","29.9","33.2","22.0","7.7","4.0","0.5","0.8","0.8","",".","0.8",".",".","0.2",".",".","."
"Undergraduates","","3060","3.317","26.5","34.9","22.9","8.4","4.5","0.6","0.9","0.3","",".","0.6",".",".","0.1","0.2",".","0.0"
"Special","","21","3.244","19.0","9.5","33.3",".","9.5",".",".","19.0","",".","9.5",".",".",".",".",".","."
"Graduate","","199","3.926","51.3","7.0","0.5",".",".",".",".","37.2","",".",".",".","2.5","1.5",".",".","."
"","Dept. Total","3280","3.337","28.0","33.0","21.6","7.8","4.3","0.6","0.8","2.7","",".","0.6",".","0.2","0.2","0.2",".","0.0"
