"","990
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","7","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"","990
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","41","",".",".",".",".",".",".",".","82.9",".",".",".","17.1",".",".",".","."
"M M & I
620","Dept. Total","632","3.543","56.5","10.3","18.2","3.8","3.5","1.1",".","5.5",".",".",".","1.1",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","14","3.638","71.4","14.3","7.1",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Junior","","107","3.595","67.3","6.5","15.0","3.7","5.6","1.9",".",".",".",".",".",".",".",".",".","."
"Senior","","384","3.509","56.0","12.0","22.4","4.7","3.6","1.0",".","0.3",".",".",".",".",".",".",".","."
"Undergraduates","","506","3.534","58.9","10.9","20.4","4.3","4.0","1.4",".","0.2",".",".",".",".",".",".",".","."
"Special","","11","3.741","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","107","3.557","43.9","7.5","9.3","1.9","1.9",".",".","30.8",".",".",".","4.7",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.850","50.0","16.7",".",".",".",".",".",".",".",".",".","33.3",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","8","3.875","50.0","12.5",".",".",".",".",".","12.5",".",".",".","25.0",".",".",".","."
"","Dept. Total","632","3.543","56.5","10.3","18.2","3.8","3.5","1.1",".","5.5",".",".",".","1.1",".",".",".","."
