"EDU","","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","",""
"RP & SE
Dept. Total
194","657","3.829","69.9","16.3","5.8","1.5","0.5","",".","0.3","3.5","",".",".","",".","1.5","0.8",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","38","3.645","52.6","31.6","10.5","2.6","2.6","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","57","3.605","50.9","33.3","10.5","3.5",".","",".","1.8",".","",".",".","",".",".",".",".",".","."
"Junior","121","3.745","62.0","25.6","9.1",".","1.7","",".",".",".","",".",".","",".",".","1.7",".",".","."
"Senior","214","3.929","85.0","10.7","2.3","1.4",".","",".",".",".","",".",".","",".",".","0.5",".",".","."
"Undergraduates","430","3.828","71.2","19.8","6.0","1.4","0.7","",".","0.2",".","",".",".","",".",".","0.7",".",".","."
"Special","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","223","3.829","66.8","9.9","5.4","1.8",".","",".","0.4","10.3","",".",".","",".","4.5","0.9",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","657","3.829","69.9","16.3","5.8","1.5","0.5","",".","0.3","3.5","",".",".","",".","1.5","0.8",".",".","."
