"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","",""
"171
Intro to Geological Engr","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"291
Prob Solv Using Cmptr Tools","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"330
Soil Mechanics","001","6","2.667",".",".","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".","."
"474
Rock Mechanics","001","11","3.773","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"478
Intro to Geol Engr Design","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"479
Geological Engr Design","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"532
Foundations","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"635
Remediation Geotechnics","001","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","7","3.700","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"730
Engr Properties of Soils","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","072","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","5","***","","","","","","","","","","","","","","","",""
"990","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","82","3.525","58.5","11.0","14.6","6.1",".",".",".","9.8",".",".",".",".",".",".",".","."
