"","990
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research","Course Total","23","",".",".",".",".",".",".",".","82.6",".",".",".","17.4",".",".",".","."
"POP HLTH
810","Dept. Total","556","3.723","65.1","19.2","7.7","1.1","0.4","0.2","0.4","4.0",".",".",".","0.7","0.9",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","30","3.777","86.7","6.7","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","110","3.738","75.5","15.5","7.3","0.9",".",".",".","0.9",".",".",".",".",".",".",".","."
"Undergraduates","","142","3.747","78.2","13.4","6.3","1.4",".",".",".","0.7",".",".",".",".",".",".",".","."
"Special","","12","3.556","41.7","41.7",".","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"Graduate","","160","3.669","53.1","17.5","11.3","1.3","0.6","0.6",".","12.5",".",".",".","2.5","0.6",".",".","."
"Prof Yr 1","","39","3.971","94.9","5.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","7","3.786","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.500",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","50.0","."
"Prof Yr 4","","194","3.725","61.3","25.8","8.2","0.5","0.5",".","1.0",".",".",".",".",".","2.1",".","0.5","."
"Professionals","","242","3.755","66.5","22.7","6.6","0.4","0.4",".","0.8",".",".",".",".",".","1.7",".","0.8","."
"","Dept. Total","556","3.723","65.1","19.2","7.7","1.1","0.4","0.2","0.4","4.0",".",".",".","0.7","0.9",".","0.4","."
