"Leadership Lab 3B","311
001","12","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Officership","402
001","13","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 4B","411
001","10","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"American Military History","491
001","11","3.636","63.6",".","36.4",".","","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"MIL SCI
644","Dept. Total","220","3.928","95.0","1.4","2.7","",".","",".","",".","0.5","",".","",".",".","",".","",".","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.870","90.6","3.1","3.1","",".","",".","",".","1.6","",".","",".",".","",".","",".","",".",".",".","1.6"
"Sophomore","","74","3.974","98.6",".","1.4","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","37","3.891","91.9","2.7","5.4","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","35","3.948","97.1",".","2.9","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","210","3.924","94.8","1.4","2.9","",".","",".","",".","0.5","",".","",".",".","",".","",".","",".",".",".","0.5"
"Special","","9","4.000","100.0",".",".","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","220","3.928","95.0","1.4","2.7","",".","",".","",".","0.5","",".","",".",".","",".","",".","",".",".",".","0.5"
