"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10660","3.347","36.6","23.6","24.1","6.9","5.5","1.4","0.5","0.7","0.0","0.3",".","0.0","0.2","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","36","2.988","36.1","22.2","13.9","11.1","8.3","5.6","2.8",".",".",".",".",".",".",".",".","."
"Sophomore","","969","3.079","25.8","20.2","28.4","10.9","10.2","3.0","0.9",".",".","0.1",".",".","0.4",".",".","."
"Junior","","2737","3.215","31.3","21.8","27.4","8.7","7.4","2.4","0.8","0.1",".","0.1",".",".",".",".",".","."
"Senior","","4243","3.317","32.4","24.0","26.5","7.9","5.9","1.2","0.4","0.7","0.1","0.4",".",".","0.2","0.0","0.1","0.0"
"Undergraduates","","7985","3.253","31.3","22.8","27.0","8.6","7.0","1.9","0.6","0.4","0.1","0.3",".",".","0.1","0.0","0.0","0.0"
"Special","","160","3.208","30.6","22.5","20.6","11.3","8.8","1.3","1.9","1.3",".",".",".",".",".","0.6","1.3","."
"Graduate","","2493","3.674","54.0","26.2","15.2","1.2","0.6","0.1",".","1.5",".","0.5",".","0.2","0.3","0.0","0.1","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","12","3.750","66.7","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","9","3.800","55.6","22.2","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Professionals","","22","3.782","63.6","22.7","4.5","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"","College Total","10660","3.347","36.6","23.6","24.1","6.9","5.5","1.4","0.5","0.7","0.0","0.3",".","0.0","0.2","0.0","0.1","0.0"
