"","990
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"ITALIAN
508","Dept. Total","542","3.619","55.0","21.0","12.0","2.6","1.8","0.6","0.7","4.4",".",".",".",".","1.5","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","81","3.617","51.9","25.9","18.5","1.2","2.5",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","144","3.660","57.6","25.7","11.1","2.8","1.4",".","0.7",".",".",".",".",".",".","0.7",".","."
"Junior","","109","3.635","55.0","26.6","12.8","3.7","0.9","0.9",".",".",".",".",".",".",".",".",".","."
"Senior","","138","3.561","57.2","17.4","13.0","3.6","2.9","1.4","0.7","3.6",".",".",".",".",".",".",".","."
"Undergraduates","","472","3.620","55.9","23.5","13.3","3.0","1.9","0.6","0.4","1.1",".",".",".",".",".","0.2",".","."
"Special","","7","2.957","57.1",".",".",".","14.3",".","14.3","14.3",".",".",".",".",".",".",".","."
"Graduate","","63","3.739","47.6","4.8","3.2",".",".",".","1.6","28.6",".",".",".",".","12.7",".","1.6","."
"","Dept. Total","542","3.619","55.0","21.0","12.0","2.6","1.8","0.6","0.7","4.4",".",".",".",".","1.5","0.2","0.2","."
