"PROFESSIONAL ORIENTATION","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Career Orientation","200
001","","19","3.816","78.9","10.5","5.3","5.3","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"PRO OR
812","Dept. Total","","19","3.816","78.9","10.5","5.3","5.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","3.375","50.0",".","25.0","25.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","14","3.929","85.7","14.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","3.816","78.9","10.5","5.3","5.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","19","3.816","78.9","10.5","5.3","5.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
