"Seminar in Art Education","951
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
059","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
061","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Independent Reading","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"ART ED
176","Dept. Total","","30","3.936","86.7","3.3","6.7","",".","",".","",".","",".","",".","",".",".","",".","",".","3.3",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","3.000",".",".","100.0","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","15","3.978","93.3","6.7",".","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","16","3.938","87.5","6.3","6.3","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","","6","3.875","83.3",".","16.7","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","","8","4.000","87.5",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","12.5",".",".","."
"","Dept. Total","","30","3.936","86.7","3.3","6.7","",".","",".","",".","",".","",".","",".",".","",".","",".","3.3",".",".","."
