"","990
083","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
087","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
091","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","64","",".",".",".",".",".",".",".","93.8","",".",".",".","6.3",".",".",".","."
"MICROBIO
192","Dept. Total","1517","3.216","41.0","14.5","20.2","8.4","9.0","1.1","1.1","4.0","",".",".",".","0.3","0.2","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.212","40.5","28.6","16.7","2.4","9.5",".","2.4",".","",".",".",".",".",".",".",".","."
"Sophomore","","177","3.017","32.8","13.6","24.9","12.4","9.6","3.4","2.8",".","",".",".",".",".",".",".","0.6","."
"Junior","","382","3.108","36.4","15.4","21.2","10.7","12.6","1.3","1.8",".","",".",".",".",".","0.5",".",".","."
"Senior","","601","3.223","40.8","15.3","22.6","9.0","10.6","0.8","0.7",".","",".",".",".",".","0.2",".",".","."
"Undergraduates","","1202","3.151","38.2","15.6","22.3","9.8","11.1","1.3","1.4",".","",".",".",".",".","0.2",".","0.1","."
"Special","","25","3.443","32.0","32.0","20.0","4.0","4.0",".",".",".","",".",".",".",".",".","8.0",".","."
"Graduate","","235","3.842","60.9","6.8","3.8",".","0.9",".",".","25.5","",".",".",".","1.7",".","0.4",".","."
"Prof Yr 1","","55","3.200","21.8","16.4","43.6","16.4","1.8",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","55","3.200","21.8","16.4","43.6","16.4","1.8",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1517","3.216","41.0","14.5","20.2","8.4","9.0","1.1","1.1","4.0","",".",".",".","0.3","0.2","0.2","0.1","."
