"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"692","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","6","3.625","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"698
Directed Study","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","8","3.929","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","22","3.920","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
History and Theory","001","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Hist: Higher Ed-Europe&Amer","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"753
Smr-Comparative World Hist","001","","11","3.880","63.6","18.2",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","002","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"850
Smr-Hist Su&Mod His Ec Eur","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"855
Smr-Modern Japanese History","001","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"858
Smr-Prob of Islamic History","001","","8","3.550","25.0","50.0","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"867
Smr:European Soc&Intel Hist","001","","9","3.788","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"891
Prosem-Mod European History","001","","10","3.700","20.0","30.0",".",".",".",".",".","40.0",".",".",".",".","10.0",".",".","."
"901
Studies in American History","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"902
Rsch Smr: American History","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919
Smr-Hist of Mass Communication","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"938
History of Sexuality","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940
Smr-Amer History 1900-1945","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"958
Smr-Amer Military History","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"982","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"982","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Latin American Area","Course Total","","5","***","","","","","","","","","","","","","","","",""
"990","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 225 of 413",""
