"TERM : 1104","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2009-2010","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","209","3.671","61.2","23.9","5.7","4.3","1.0","",".","0.5","2.4","",".",".","",".","",".","0.5",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","9","2.722","11.1","33.3",".","44.4",".","",".","11.1",".","",".",".","",".","",".",".",".",".","."
"Junior","","12","3.826","66.7","33.3",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","29","3.352","37.9","24.1","13.8","10.3","6.9","",".",".","3.4","",".",".","",".","",".","3.4",".",".","."
"Undergraduates","","51","3.342","39.2","29.4","7.8","13.7","3.9","",".","2.0","2.0","",".",".","",".","",".","2.0",".",".","."
"Special","","6","3.526","50.0",".","50.0",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","151","3.818","68.9","23.2","3.3","1.3",".","",".",".","2.6","",".",".","",".","",".",".",".","0.7","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","209","3.671","61.2","23.9","5.7","4.3","1.0","",".","0.5","2.4","",".",".","",".","",".","0.5",".","0.5","."
