"","990
262","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","39","",".",".",".",".",".",".",".","84.6","",".",".",".","12.8","2.6",".",".","."
"Seminar","992
001","15","4.000","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".",".","."
"Statistical Consulting","998
001","11","3.682","63.6","9.1","27.3",".",".",".",".",".",".","",".",".",".",".",".",".","."
"STAT
932","Dept. Total","2029","3.293","40.8","16.2","22.4","6.2","7.8","2.7","1.3","2.1","",".",".",".","0.2","0.2",".","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.329","41.5","12.2","34.1","4.9","2.4","4.9",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","300","3.202","35.3","17.3","24.7","7.3","11.3","2.7","1.3",".","",".",".",".",".",".",".",".","."
"Junior","","645","3.222","38.3","15.7","24.3","9.1","7.1","3.1","2.0",".","",".",".",".",".","0.3",".",".","."
"Senior","","572","3.185","36.9","15.6","24.5","5.9","11.4","3.8","1.2","0.5","",".",".",".",".","0.2",".",".","."
"Undergraduates","","1558","3.207","37.3","15.9","24.7","7.5","9.4","3.3","1.5","0.2","",".",".",".",".","0.2",".",".","."
"Special","","20","3.627","55.0","10.0","20.0","5.0",".",".",".","10.0","",".",".",".",".",".",".",".","."
"Graduate","","314","3.636","49.0","19.7","14.0","1.0","0.6","0.3","0.3","12.1","",".",".",".","1.6","0.6",".","0.3","0.3"
"Prof Yr 1","","133","3.515","58.6","12.8","15.8","3.0","8.3","0.8","0.8",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","137","3.527","59.1","13.1","15.3","2.9","8.0","0.7","0.7",".","",".",".",".",".",".",".",".","."
"","Dept. Total","2029","3.293","40.8","16.2","22.4","6.2","7.8","2.7","1.3","2.1","",".",".",".","0.2","0.2",".","0.0","0.0"
