"TERM : 1104","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2009-2010","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"INDUSTRIAL RELATIONS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","",""
"Research and Thesis","990
060
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"IND REL
492","4
Dept. Total","",".",".",".",".",".",".",".",".",".",".",".","100.0","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","",""
"Graduate","4","",".",".",".",".",".",".",".",".",".",".",".","100.0","",".  
.  
.  
."
"","Dept. Total
4","",".",".",".",".",".",".",".",".",".",".",".","100.0","",".  
.  
.  
."
"November 12, 2010","","","","","","","","","","","","","","","","Page 230 of 413"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
