"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"511","001","","22","3.341","31.8","18.2","36.4","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","19","3.342","21.1","42.1","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Ecology of Fishes Lab","Course Total","","41","3.341","26.8","29.3","31.7","9.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"520
Ornithology","001","","71","3.049","28.2","14.1","32.4","1.4","18.3","5.6",".",".",".",".",".",".",".",".",".","."
"521","001","","12","3.208","41.7","16.7","16.7","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"521","002","","14","3.250","42.9","7.1","35.7",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"521","003","","9","3.389","44.4","11.1","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"521","004","","13","2.846","30.8",".","38.5",".","23.1",".","7.7",".",".",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","48","3.156","39.6","8.3","31.3","2.1","12.5","4.2","2.1",".",".",".",".",".",".",".",".","."
"524
Neurobi II:Intr-Brain&Behav","001","","46","3.163","32.6","13.0","28.3","10.9","13.0","2.2",".",".",".",".",".",".",".",".",".","."
"535
Ecosystem Analysis","001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"548
Ecology of Rivers and Streams","001","","24","3.000","29.2","16.7","16.7","8.3","25.0","4.2",".",".",".",".",".",".",".",".",".","."
"550
Animal Comm & Orig of Lang","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"611
Comparatv&Evolutionry Physiol","001","","83","2.855","18.1","18.1","25.3","10.8","20.5","6.0","1.2",".",".",".",".",".",".",".",".","."
"612
Comparative Physiology Lab","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"635
Neurobiology of Disease","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"651
Conservation Biology","001","","15","3.133","6.7","33.3","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"680
Honors Seminar","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"692","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","6","3.821","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","15","3.828","80.0",".","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"699","019","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","021","","16","3.970","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 324 of 413",""
